,0
0dbf4748c37b581123eb4daeb457f849cd18bd37,"['Following the SARS outbreak, existing antivirals, including nine protease inhibitors [3] , nelfinavir blocked SARS-CoV-2 replication at lowest concentration (EC 50 = 1.13 µM, CC 50 = 24.32 µM, SI = 21.52).', 'Following this, antiviral efficiency of several FDA-approved drugs have been reported, including remdesivir (GS-5734, Gilead) (EC50 = 0.77 μM) and chloroquine (EC50 = 1.13 μM) against a clinical isolate of SARS-CoV-2 in vitro showed potential inhibition at low-micromolar concentration [4] .', 'The efficacy of remdesivir is evident from a recent recovery of US patient infected with SARS-CoV-2 after intravenous treatment [5] , while chloroquine is being evaluated in an open-label trial (ChiCTR2000029609).', 'Moreover, Ivermectin, a broad spectrum anti-parasitic agent reported in vitro activity (~5000-fold reduction) in a model of Vero/hSLAM cells infected with a SARS-CoV-2 isolate (Australia/VIC01/2020) [6] .', 'Others include Nafamostat (EC50 = 22.50 μM), Nitazoxanide (EC50 = 2.12 μM) and Favipiravir (EC50 = 61.88 μM) [4] .', ""Recently, hydroxychloroquine has shown to be effective in COVID-19 patients [7] and its efficiency has been reportedly reinforced by azithromycin for virus elimination [8] , despite there is no well-controlled, randomized clinical evidence support azithromycin therapy in COVID-19 [9] .CoVs are single-stranded positive-sense RNA (+ssRNA) viruses with 5'-cap and 3'-poly-A tail."", 'SARS-CoV-2 proteins were prepared using protein preparation wizard by adding hydrogen atoms and missing side chains, while short minimization of only the hydrogen atoms was carried out using the OPLS 3 force field.', 'In case of SARS-CoV-2 Nsp12, the in-depth interaction analysis inside the conserved motifs (Figure 3 ) revealed functionally important aspartate residues of motif A (Asp623) and motif C (Asp760), together with conserved Arginine residues of motif F (Arg553 and Arg555), and Ser759 (motif C) which were found highly interacted with the compounds.', 'Among these, motif A and C are most strikingly conserved aspartate residues that bind divalent metal ions necessary for catalytic activity [30, 31] .']"
02d4c398a5509634beaf9cfd365697cf07d6b016,"['Upon admission, laboratory examination showed a platelet count of 402 × 10 9 /L (reference range, 100-300 × 10 9 /L), erythrocyte sedimentation rate of 34 mm/h (0-15 mm/h), uric acid concentration of 414.50 µmol/L (142-339 µmol/L), procalcitonin concentration of <0.02 (0.00-0.05 ng/mL), alanine aminotransferase concentration of 15 U/L (0-38 U/L), aspartate aminotransferase concentration of 18.2 U/L (0-38 U/L), total protein concentration of 57.9 g/L (62-85 g/L), and globulin concentration of 21.2 g/L (25-45 g/L).']"
165562ba942e0a8aa506fdf31fd8ade1a7e0ef1e,"['Furthermore, we wish to strengthen communication with Adverse reactions; frequency of adverse events; frequency of severe adverse events; frequency of drug withdrawal due to adverse reactions; frequency of complications; blood biochemistry; liver function; liver and renal function; frequency of renal injury; routine urinalysis; electrocardiography; blood concentration of chloroquine TTCI: time to clinical improvement; TCM: traditional Chinese medicine; CT: computerized tomography; MRI: magnetic resonance imaging; PaO 2 /FiO 2 : the ratio of arterial oxygen partial pressure to fraction of inspired oxygen; CBC: complete blood count; RT-PCR: reverse transcription-polymerase chain reaction; SF-36: the medical outcome study 36-item short-form health survey; MODS: multiple organ dysfunction syndrome; ARDS: acute respiratory distress syndrome; DIC: disseminated intravascular coagulation; ICU: intensive care unit; ECMO: extracorporeal membrane oxygenation; APACHE: acute physiology and chronic health evaluation; CURB-65: confusion, uremia, respiratory rate, blood pressure, age!65 years; NEWS: national early warning score; SOFA: sequential organ failure assessment; PSI: pneumonia severity index.relevant international academic organizations to promote the application and update of the COS-COVID.']"
995847926bde7c0022c3c2b8ac9f3f84756c221d,"['[7] showed that both FPV and remdesivir are effective in reducing the SARS-CoV-2 infection in vitro (EC 50 = 61.88 lmolÁL À1 , CC 50 > 400 lmolÁL À1 , SI > 6.46).']"
c8cddfcfe1ad51e783e484192c06771d81c8445a,"['1 Ultraviolet radiation, and lipid solvents (such as ether, 75% ethanol, chlorine disinfectant, peroxyacetic acid and chloroform et al.', '), can also effectively inactivate the SARS-CoV-2, while chlorhexidine is insufficient to inactivate the virus.']"
bdcc8c7e408a9cdbbe9b98e53d13ce2f0e276d2e,"['Specific anti-viral medicine: for CMV pneumonia, most patients improve clinically after treatment with ganciclovir; however, for COVID-19, no specific effective medications are currently available.']"
b1146b9ea3a3646e3184f607ed34adc211ff91a8,"['For patients exhibiting progressive deterioration in oxygenation, rapid radiological progression, and high levels of cytokine storms, short-term administration of methylprednisolone at a dose of 40 mg every 12 h for a total of 5 days can be considered.']"
5ca693f4016c1783c577c90a900c024716448ed4,"['10 Data from a clinical study of 59 patients with COVID-19 (including 28 severe cases) showed that 63% of patients had proteinuria (mild, 47%; moderate, 10%; severe, 6%); 27% of patients with COVID-19 had elevated urea nitrogen levels and 19% of patients with COVID-19 had elevated serum creatinine levels.', 'Therefore, for the treatment of patients with COVID-19, there should be prompt screening for AKI risk factors; routine and dynamic monitoring of urine, urine sensitive kidney function, and serum creatinine; daily assessment of AKI complications; and optimization of volume and hemodynamics.', 'The basic principles of blood purification treatment for patients with severe COVID-19 mainly include the following: (1) removal of metabolic products such as creatinine and urea nitrogen; removal of various inflammatory mediators by convection, absorption, or plasma replacement; and reshaping of the immune homeostasis; (2) regulation of volume and correction of fluid overload to help maintain hemodynamic stability in critically ill patients; (3) correction of electrolyte and acid-base balance disorders to maintain internal environment stability; (4) control of high fever; and (5) combined treatment with extracorporeal membrane oxygenation (ECMO) for extracorporeal multiple organ support.']"
4253b46c46e8f3dec07aaa6b830c4ae5862a2384,"['SARS-CoV-2 is sensitive to ultraviolet rays and heat and can be inactivated under conditions of a temperature of 56°C for 30 minutes or by using 75% alcohol, a chlorine-containing disinfectant, and chloroform.']"
33ab524a974cc4440432da7742c1f752046b061d,"['Interferon-␣, Thymalfasin and traditional Chinese medicine were also Please cite this article in press as: Yang DiscussionThe 2019-nCoV (officially named by the World Health Organization as COVID-19) is the seventh member of the coronavirus family which includes two highly pathogenic viruses (SARS-CoV and MERS-CoV) causing severe respiratory syndrome in humans and four other coronaviruses (HCoV-OC43, HCoV-229E, HCoV-NL63, HCoV-HKU1) causing mild upper respiratory disease [4] [5] [6] .']"
312c8903180c20de646646dba9c50cf70427b2ce,"['Other immunosuppressants, such as azathioprine (Imurel ® ) or mycophenolic acid (Cellcept ® ) may be reduced if necessary, especially in patients with lymphopenia, bacterial or fungal superinfection, or lung aggravation related to COVID-19.', '-Discontinue mycophenolic acid (Cellcept ® or Myfortic ® ) or azathioprine (Imurel ® ) immunosuppressive therapy and resume after viral recovery at the same dose prior to cessation.-Continue treatment with tacrolimus with target residual blood concentrations between 4-8 ng/mL, or continue treatment with cyclosporin with target residual blood concentrations between 100-150 ng/mL or target blood concentrations between 400-600 ng/mL at 2 hours after intake (C2).', 'Severe COVID-19 Infection with Acute Respiratory Distress Syndrome-Maintain corticosteroids at a dose of 10 mg/day (prednisone equivalent).-Discontinue remaining immunosuppressive therapy.-Resume tacrolimus at 3-5 ng/mL dosages within 72 hours of ventilation withdrawal.']"
e9731537d5e7f5fdcfce2e2b8bae94c3b91d0b48,"['Interestingly, fingolimod, a S1P modulator licensed for MS, is being tested as a treatment for COVID-19 associated ARDS (continued on next page) G. Giovannoni, et al.', 'We therefore feel that both cladribine and anti-CD20 therapies are relatively safe to use during the COVID-19 pandemic based on their profiles defined in phase 3 trials.', 'The sphingosine-1-phosphate (S1P) modulators (fingolimod, siponimod, ozanimod, ponesimod) work by reducing the egress of lymphocytes from secondary lymphoid organs into the circulation (Stepanovska and Huwiler, 2019) .', 'Fingolimod does however blunt vaccine responses (Kappos et al., 2015) indicating that both the priming and effector arms of the immune system are affected, whether this will impact on COVID-19 outcomes is at present unknown.', 'Although most neurologists consider natalizumab relatively safe there is a small increased risk of upper respiratory tract infections on this medication (Kapoor et al., 2018; Polman et al., 2006; Rudick et al., 2006) and there are theoretical reasons why it may reduce trafficking of lymphocytes in the lung and mucosa (Woodside and Vanderslice, 2008) .', 'It is clear that natalizumab blocks immune surveillance of the CNS, hence a person on natalizumab who develops a COVID-19 encephalitis could be in danger of major complications of this infection.', 'The latter is analogous to PML, which is also a viral encephalitis, and similar to herpes-simplex and varicella -zoster encephalitis resulting from natalizumab exposure (Fine et al., 2013) .', ""Natalizumab also reduces lymphocyte trafficking to the gut and is a licensed treatment for Crohn's disease (Ghosh et al., 2003) ."", 'Reassuringly, five patients on natalizumab infected with dengue virus cleared the virus without complications similar to those on fingolimod (Fragoso et al., 2016b) .Clearly, any decision to start a DMT during the COVID-19 pandemic will need to be taken carefully and will depend on the state of the COVID-19 pandemic, not only in the particular country concerned, but in the specific area the patient lives and receives therapy.', 'We, therefore, recommend continuing the current DMT specifically with: -First-line DMTs (beta-interferons, glatiramer acetate, teriflunomide or dimethyl fumarate).']"
7dd3e5ca61d69d90ab50edad7fdc6c48fc1e1979,"['It is also assumed that people who are immunocompromised, for example, patients with multiple sclerosis (MS) on immunosuppressive disease-modifying therapies (DMTs) are also at increased risk of severe COVID-19.It is therefore very reassuring to read in this issue a case report of a patient with primary progressive MS previously treated with ocrelizumab, an anti-CD20 B-cell depleting monoclonal antibody, who developed uncomplicated COVID-19 (Novi G, Mikulska M, Briano F, Toscanini F, Tazza F, Uccelli A, Inglese M, 2020) .', 'These include fingolimod (NCT04280588) an S1P modulator, tocilizumab (NCT04331795) an anti-IL6-receptor antagonist, anakinra (NCT04341584) an IL1 receptor antagonist and emapalumab (NCT04324021) an anti-interferon-gamma monoclonal antibody.', 'However, there are always rare exceptions to the rule; for example, a single case report of fulminant hepatitis associated with an unusual echovirus-25 infection in a patient on ocrelizumab therapy (Nicolini et al., 2019; Novi G, Mikulska M, Briano F, Toscanini F, Tazza F, Uccelli A, Inglese M, 2020) .In light of this case report and the other supportive data, the MS community may now reconsider its advice about not giving MS DMTs during the COVID-19 pandemic (Alasdair Coles and the MS Advisory Group, 2020).']"
